3578118,24088,2721427,8151
4280477,27196,2837751,7792
4123925,20644,3177880,6508
2616020,16623,2084142,5624
2763631,19004,2042419,6388
2680451,18517,2021514,6083
3636967,21885,2484412,7345
3770817,16065,2532046,7268
3118654,14575,2054658,6554
2360012,11016,1878788,3998
1840217,11495,1716733,3902
1846803,11590,1372173,3358
